PATROL Agent,Monitor Type,Device Name,Monitor Instance,Attribute,Severity,Duration (mins),Threshold Condition,Threshold Value,UOM,Outside Baseline,Auto Close,Predict,Min Sampling Window (mins),Baseline Type,Absolute Deviation,% Deviation,Suppress Events,Threshold Type,CMA created?
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,500,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Auto Baseline,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,10000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,10000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,10000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,10000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Minor,0,<,10000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,5000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Minor,0,<,10000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,5000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,2048,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Minor,0,<,10000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Major,0,<,5000,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1f:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1f,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Critical,0,<,200,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1k,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Minor,15,>=,97,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1k,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1k,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1k,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Critical,0,<,200,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1k,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Minor,15,>=,97,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1k,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,3,>=,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1k,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Critical,0,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
hkabkp01:3181,UNIX_OS_STORAGE_FILESYSTEM,hkabkp01,/UNIX_OS/STORAGE/FILESYSTEM,FSCapacity,Major,5,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1a:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1a,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Critical,0,<,200,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1l:3181,UNIX_OS_STORAGE_FILESYSTEM,zuxdc1l,/UNIX_OS/STORAGE/FILESYSTEM,FSAvailableSpaceMB,Critical,0,<,200,MB,Not Enabled,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,_PATROL_IN_PMW_ENVIRONMENT_PMW_CELL_PMW_CLUSTER_PMW_APPSERVER_PMW_THREADPOOL_GROUP_PMW_THREADPOOL,zuxdc1k,/PMW_MAIN/PMW_ENVIRONMENT/PMW_CELL/PMW_CLUSTER/PMW_APPSERVER/PMW_THREADPOOL_GROUP/PMW_THREADPOOL,ActiveCount,Critical,0,>=,25,#,Auto Baseline,true,false,,,,,false,ABSOLUTE,false
zuxdc1k:3181,_PATROL_IN_PMW_ENVIRONMENT_PMW_CELL_PMW_CLUSTER_PMW_APPSERVER_PMW_THREADPOOL_GROUP_PMW_THREADPOOL,zuxdc1k,/PMW_MAIN/PMW_ENVIRONMENT/PMW_CELL/PMW_CLUSTER/PMW_APPSERVER/PMW_THREADPOOL_GROUP/PMW_THREADPOOL,ActiveCount,Critical,0,>=,25,#,Auto Baseline,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_PreProd,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Major,5,>=,400,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_PreProd,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Critical,5,>=,500,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_Prod,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Major,5,>=,400,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_Prod,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Critical,5,>=,500,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_Web01,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Major,5,>=,400,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_Web01,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Critical,5,>=,500,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_Web02,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Major,0,>=,400,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pc.ms.zurich.com.au:3181,_ZLink_Web02,auzur2k8dc7pc.ms.zurich.com.au,,STATS01,Critical,5,>=,500,#,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,AVAILABILITY,Major,20,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,Total Response Time,Major,20,>,60000,ms,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,AVAILABILITY,Critical,30,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,AVAILABILITY,Minor,10,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,Total Response Time,Minor,10,>,60000,ms,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Critical,5,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Critical,5,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,AVAILABILITY,Major,10,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,AVAILABILITY,Critical,30,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Critical,15,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
hkwpap01.ap.zurich.com:3181,httpmon,hkwpap01.ap.zurich.com,,AVAILABILITY,Critical,5,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
hkwpap01.ap.zurich.com:3181,httpmon,hkwpap01.ap.zurich.com,,AVAILABILITY,Critical,5,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
hkwpap01.ap.zurich.com:3181,httpmon,hkwpap01.ap.zurich.com,,AVAILABILITY,Critical,5,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
hkwpap01.ap.zurich.com:3181,httpmon,hkwpap01.ap.zurich.com,,AVAILABILITY,Critical,5,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
hkwpap01.ap.zurich.com:3181,httpmon,hkwpap01.ap.zurich.com,,AVAILABILITY,Critical,5,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Critical,20,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Major,10,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,Total Response Time,Major,10,>,60000,ms,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,Total Response Time,Critical,20,>,60000,ms,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Critical,5,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb:3181,httpmon,auzur2k8dc7pb,,AVAILABILITY,Critical,5,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pb.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pb.ms.zurich.com.au,,AVAILABILITY,Critical,5,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pa.ms.zurich.com.au,,AVAILABILITY,Critical,10,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,httpmon,auzur2k8dc7pa.ms.zurich.com.au,,Total Response Time,Minor,15,>,1000,ms,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Critical,20,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,Total Response Time,Major,10,>,60000,ms,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,Total Response Time,Critical,20,>,60000,ms,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pd:3181,httpmon,auzur2k8dc7pd,,AVAILABILITY,Major,10,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,webtranmon,auzur2k8dc7pa.ms.zurich.com.au,,RESPONSE_TIME,Major,10,>,60000,sec,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,webtranmon,auzur2k8dc7pa.ms.zurich.com.au,,RESPONSE_TIME,Critical,20,>,60000,sec,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,webtranmon,auzur2k8dc7pa.ms.zurich.com.au,,AVAILABILITY,Major,20,<,100,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,webtranmon,auzur2k8dc7pa.ms.zurich.com.au,,AVAILABILITY,Minor,10,<,100,%,Auto Baseline,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,webtranmon,auzur2k8dc7pa.ms.zurich.com.au,,AVAILABILITY,Critical,5,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
auzur2k8dc7pa.ms.zurich.com.au:3181,webtranmon,auzur2k8dc7pa.ms.zurich.com.au,,AVAILABILITY,Critical,5,<,0,%,Not Enabled,true,false,,,,,false,ABSOLUTE,false
